53,66,0
62,45,0
73,51,0
63,52,0
76,57,0
76,72,0
55,47,0
47,55,0
63,61,0
51,58,0
74,50,0
62,67,0
65,69,0
65,57,0
43,75,0
76,47,0
50,42,0
54,77,0
50,42,0
52,42,0
52,64,0
77,49,0
52,77,0
55,66,0
74,57,0
71,66,0
49,42,0
57,54,0
104,98,1
73,75,1
56,102,1
83,60,1
80,111,1
69,65,1
85,91,1
105,56,1
93,99,1
106,111,1
63,103,1
79,107,1
76,72,1
65,87,1
70,105,1
104,77,1
66,87,1
72,78,1
83,66,1
87,85,1
74,111,1
62,80,1
66,78,1
59,67,1
60,68,1
66,91,1
86,89,1
55,101,1
89,56,1
92,65,1
111,84,1
78,85,1
35,39,2
36,41,2
24,40,2
41,30,2
22,39,2
32,21,2
40,23,2
36,30,2
38,30,2
40,37,2
37,25,2
41,25,2
30,25,2
32,34,2
34,32,2
22,29,2
31,29,2
36,33,2
31,23,2
51,50,3
53,44,3
52,38,3
35,49,3
32,44,3
40,32,3
40,40,3
45,35,3
30,48,3
46,31,3
50,37,3
41,34,3
53,31,3
38,30,3
32,29,3
41,32,3
28,35,3
37,35,3
29,47,3
53,32,3
51,38,4
32,30,4
36,39,4
27,49,4
48,45,4
51,50,4
44,46,4
27,40,4
33,34,4
26,42,4
43,37,4
49,29,4
52,32,4
27,50,4
50,34,4
41,33,4
42,50,4
27,28,4
26,43,4
35,52,4
29,31,4
49,28,4
68,57,5
60,54,5
45,69,5
82,84,5
45,67,5
76,55,5
77,66,5
53,52,5
86,85,5
59,79,5
76,72,5
85,89,5
56,55,5
81,48,5
70,61,5
52,74,5
54,63,5
64,90,5
86,53,5
63,63,5
87,60,5
73,46,5
58,84,5
72,80,5
56,89,5
41,61,6
30,35,6
31,45,6
58,42,6
52,40,6
41,34,6
49,57,6
39,32,6
59,59,6
43,60,6
50,49,6
43,47,6
39,30,6
34,39,6
35,49,6
51,31,6
31,42,6
55,60,6
47,32,6
53,53,6
72,50,7
51,58,7
87,67,7
54,69,7
47,93,7
71,56,7
79,70,7
48,76,7
78,55,7
72,94,7
86,90,7
75,86,7
73,92,7
71,79,7
78,47,7
60,48,7
70,83,7
72,64,7
61,81,7
49,87,7
59,87,7
48,81,7
61,67,7
52,52,7
65,64,7
55,64,8
54,50,8
60,47,8
80,70,8
47,57,8
66,69,8
65,79,8
49,67,8
52,49,8
78,61,8
76,58,8
54,46,8
73,80,8
66,71,8
69,67,8
61,60,8
40,77,8
70,79,8
64,58,8
72,55,8
61,58,8
68,74,8
73,78,8
45,49,8
74,45,8
48,41,9
53,59,9
55,37,9
67,58,9
60,60,9
63,46,9
44,70,9
37,59,9
36,68,9
68,47,9
49,67,9
47,46,9
65,63,9
48,47,9
63,42,9
63,37,9
56,69,9
56,70,9
70,67,9
70,64,9
62,56,9
61,60,9
42,56,10
54,40,10
45,65,10
58,44,10
44,54,10
58,52,10
78,65,10
58,66,10
70,65,10
56,60,10
64,64,10
49,75,10
77,42,10
55,59,10
70,62,10
55,67,10
42,39,10
56,76,10
52,59,10
70,51,10
57,71,10
48,50,11
62,42,11
55,56,11
46,50,11
52,69,11
64,45,11
45,67,11
63,35,11
36,64,11
45,61,11
41,58,11
42,50,11
58,46,11
65,56,11
43,63,11
63,43,11
66,66,11
65,55,11
38,62,11
69,94,12
100,98,12
117,91,12
69,91,12
69,78,12
80,64,12
119,102,12
99,73,12
67,62,12
67,92,12
106,75,12
113,81,12
122,106,12
99,85,12
83,67,12
110,75,12
110,113,12
74,102,12
119,99,12
80,121,12
77,93,12
103,98,12
73,100,12
109,66,12
65,80,12
77,83,12
77,78,12
77,101,12
86,79,12
74,87,12
77,105,12
77,123,12
114,72,12
37,45,13
61,33,13
37,48,13
65,48,13
63,52,13
49,65,13
40,65,13
55,57,13
36,60,13
46,58,13
58,56,13
62,56,13
65,60,13
62,45,13
57,33,13
37,53,13
45,32,13
63,58,13
61,61,13
47,50,13
44,49,13
48,45,14
28,42,14
57,38,14
33,30,14
51,40,14
49,30,14
44,52,14
55,28,14
41,54,14
54,57,14
38,55,14
41,52,14
44,32,14
32,46,14
42,37,14
34,32,14
31,56,14
39,35,15
42,42,15
41,38,15
38,27,15
27,48,15
34,42,15
45,33,15
24,31,15
47,44,15
30,26,15
25,33,15
28,29,15
45,39,15
46,33,15
35,27,15
56,35,16
41,58,16
34,42,16
43,42,16
37,33,16
35,36,16
60,44,16
60,38,16
49,51,16
34,56,16
32,54,16
48,50,16
53,58,16
51,54,16
30,32,16
35,34,16
58,46,16
57,31,16
48,48,16
31,39,16
31,44,16
39,55,16
30,45,16
46,46,16
37,55,16
48,30,16
32,38,16
33,42,16
68,67,17
70,64,17
77,75,17
40,67,17
49,63,17
79,52,17
68,71,17
41,74,17
67,56,17
68,65,17
80,73,17
50,68,17
72,75,17
45,47,17
45,75,17
59,67,17
62,40,17
64,81,17
49,69,17
42,66,17
74,46,17
42,43,17
70,64,17
38,62,18
36,43,18
56,50,18
57,44,18
58,58,18
51,55,18
52,66,18
64,53,18
59,68,18
68,51,18
62,68,18
59,48,18
51,59,18
68,60,18
35,59,18
61,59,18
45,36,18
52,45,18
48,54,18
58,52,18
57,41,19
71,62,19
62,46,19
50,66,19
65,46,19
73,43,19
55,44,19
49,53,19
